"","Column1","Column2","Column3","Column4","Column5","predictKNN"
"854",4,1,3,1,7,7
"855",4,5,-1,2,0,0
"856",0,3,2,1,6,5
"857",1,-1,1,1,0,0
"858",-1,4,3,1,11,11
"859",-2,-5,0,1,-2,-2
"860",-4,2,3,3,0,0
"861",-5,1,-1,2,-3,-2
"862",2,-5,-2,1,12,12
"863",-4,-3,4,3,-5,-5
"866",5,-4,-3,1,17,16
"867",-3,0,3,1,-3,-3
"869",-3,-1,-3,3,0,0
"870",3,-2,-3,1,9,9
"871",-1,-4,-2,2,3,3
"872",3,-5,-3,3,6,5
"873",3,-1,-1,3,1,1
"874",3,4,3,1,15,15
"875",1,-3,-3,2,5,5
"876",-2,1,3,3,0,0
"877",5,4,0,3,1,1
"878",0,-5,3,2,-7,-7
"879",0,0,-3,1,0,0
"880",1,2,1,1,3,3
"881",-3,3,-1,2,-3,-3
"882",-4,-3,2,1,-10,-10
"883",-5,5,2,2,2,2
"884",-1,3,-2,2,-3,-3
"885",2,0,1,3,0,0
"886",5,1,-2,3,1,1
"887",5,4,3,1,17,16
"888",5,-2,0,3,1,1
"889",-1,-5,3,1,-16,-16
"890",-3,-1,0,2,-1,-1
"891",1,-2,0,3,0,0
"892",-4,0,-1,2,-2,-2
"893",-2,-2,-2,2,1,1
"894",2,4,-1,2,-1,0
"895",2,-2,-3,3,2,2
"896",0,-5,1,3,-1,-1
"897",3,3,3,2,6,5
"898",-5,-4,2,1,-13,-13
"899",3,2,1,1,5,4
"900",1,4,1,3,1,1
"901",2,0,-2,1,2,2
"902",-4,2,4,3,1,1
"903",-5,-2,4,3,-4,-3
"904",-5,5,0,2,-2,-2
"905",-4,1,4,2,0,0
"906",-4,0,0,2,-2,-2
"907",-3,-1,-2,1,-1,0
"908",-2,-5,2,2,-6,-6
"909",-1,-2,2,2,-2,-2
"910",2,3,1,1,5,5
"911",3,-3,1,2,0,0
"912",5,-1,0,3,1,1
"913",0,5,2,1,10,10
"914",5,0,1,2,2,2
"915",3,-2,0,3,1,0
"916",5,3,-1,2,1,1
"917",1,1,3,2,2,1
"918",1,-3,1,1,-2,-2
"919",-1,3,-2,1,-7,-6
"920",1,4,3,2,6,6
"921",2,0,1,3,0,0
"922",0,4,0,1,0,0
"923",4,-1,2,2,1,1
"924",3,-1,2,1,1,1
"925",-2,-1,1,2,-1,-1
"926",4,-1,2,2,1,1
"927",2,4,-3,2,-5,-5
"928",-1,2,-1,1,-3,-3
"929",-5,5,-3,1,-20,-19
"930",1,1,-1,3,0,0
"931",0,-1,1,3,0,0
"932",3,-2,-1,2,2,2
"933",5,-1,-3,3,2,2
"934",1,1,1,1,2,1
"935",3,0,0,3,1,1
"936",-3,-3,4,2,-7,-7
"937",-1,2,-3,3,-2,-2
"938",-2,5,2,2,4,4
"939",1,2,-2,3,-1,0
"940",5,-3,-1,2,4,4
"941",-3,-3,0,3,-1,-1
"942",-4,4,2,1,4,4
"943",2,-2,0,3,0,0
"944",0,1,-2,3,0,0
"945",-2,-4,0,3,0,0
"946",-2,3,3,2,3,3
"947",-1,-3,1,1,-4,-4
"948",0,3,-1,3,-1,-1
"949",3,-1,3,1,0,0
"950",-5,-5,4,3,-8,-8
"951",-3,-3,4,2,-7,-7
"952",-2,-1,3,2,-2,-2
"953",-2,1,2,3,0,0
"954",2,2,3,1,8,8
"955",-3,1,3,3,0,0
"956",3,-3,-1,1,6,6
"957",2,1,4,1,6,6
"958",0,2,2,1,4,4
"959",5,3,-1,2,1,1
"960",4,-4,1,1,0,0
"961",-4,-5,-1,2,0,0
"963",4,-3,1,2,0,0
"964",1,-2,-1,1,3,3
"965",4,0,-2,3,1,1
"966",2,-4,-3,2,7,7
"967",-5,-4,-3,1,7,7
"968",-1,-3,-2,1,5,5
"969",-5,2,-1,2,-3,-3
"970",1,4,-3,3,-3,-3
"971",-5,5,-1,2,-5,-5
"972",5,3,-2,3,0,0
"973",1,5,1,2,3,3
"974",-4,1,4,3,0,0
"975",-5,1,-1,1,-6,-6
"976",-3,3,-3,3,-4,-4
"978",-1,-2,2,1,-5,-5
"979",-2,-1,-2,3,0,0
"980",4,3,0,1,4,4
"981",1,-3,-2,2,3,3
"982",0,0,0,2,0,0
"983",0,2,-2,1,-4,-4
"985",5,-4,-3,3,5,5
"986",-1,-5,2,2,-5,-5
"987",-3,4,1,1,1,1
"988",1,3,3,2,5,5
"989",-3,5,-2,3,-4,-4
"990",0,-5,4,3,-6,-6
"991",-2,5,2,2,4,4
"992",2,-5,-3,3,5,5
"993",0,-2,0,3,0,0
"994",-3,-4,2,3,-3,-3
"996",-3,2,4,1,5,6
"997",2,5,-2,3,-2,-2
"998",1,4,0,2,0,0
"999",0,3,-2,3,-2,-2
"1000",-5,3,4,2,3,3
"1001",-3,3,-1,2,-3,-3
"1002",-5,2,-3,2,-5,-5
"1004",4,3,-3,3,-1,-1
"1005",-2,-4,4,2,-9,-9
"1006",-1,1,-3,2,-2,-2
"1007",-4,2,-3,1,-10,-10
"1008",-4,-4,3,2,-8,-8
"1009",-4,-3,-3,2,2,2
"1010",-1,0,4,2,0,0
"1011",3,5,-2,2,-3,-3
"1013",2,2,2,1,6,6
"1014",-5,-1,0,1,-5,-3
"1015",3,3,-3,3,-2,-2
"1016",-4,4,0,1,-4,-4
"1017",0,-4,2,1,-8,-8
"1018",-3,2,4,3,1,1
"1019",-3,1,2,3,0,0
"1020",4,1,-2,2,1,1
"1021",-3,2,-2,3,-2,-2
"1023",3,-4,-2,3,3,3
"1024",-5,4,3,1,7,7
"1025",-4,-1,2,1,-6,-6
"1026",1,-2,-3,2,3,3
"1028",3,5,1,2,4,4
"1029",1,-2,2,3,-1,-1
"1030",-2,5,-3,1,-17,-17
"1031",3,-3,3,3,-2,-2
"1032",3,4,4,3,6,6
"1033",1,5,1,2,3,3
"1034",-2,4,3,2,5,5
"1035",-3,4,1,2,0,0
"1036",3,0,2,2,1,1
"1037",1,5,2,2,5,5
"1038",1,1,4,1,5,5
"1039",3,-4,-2,2,5,5
"1040",5,-4,4,2,-5,-5
"1041",-1,-1,-3,3,0,0
"1042",-1,3,2,3,1,1
"1043",-5,-3,-2,2,0,0
"1044",1,2,-1,2,0,0
"1045",-4,-4,-3,1,8,8
"1046",1,-1,0,3,0,0
"1047",4,-2,-2,1,8,8
"1048",-1,3,-2,2,-3,-3
"1049",5,2,1,3,2,2
"1050",-5,-1,4,3,-3,-3
"1051",-4,0,1,3,-1,-1
"1052",3,0,1,3,1,0
"1053",3,-1,2,3,0,0
"1054",4,4,3,2,8,8
"1055",1,0,-1,2,0,0
"1056",5,5,-3,3,-3,-3
"1057",-2,-3,2,3,-2,-2
"1058",2,-1,-1,2,1,1
"1059",0,1,1,1,1,1
"1060",0,-3,3,3,-3,-3
"1061",-2,5,1,3,1,0
"1062",1,1,-1,3,0,0
"1063",4,-4,-1,3,2,2
"1064",-1,-5,3,1,-16,-16
"1065",5,-1,3,3,0,0
"1066",-4,2,-3,3,-3,-3
"1067",-4,4,-1,3,-2,-2
"1068",1,5,0,2,0,0
"1069",-4,1,4,3,0,0
"1070",1,-4,-3,2,6,6
"1071",4,5,-1,3,0,0
"1072",-4,-1,2,1,-6,-6
"1073",-3,-2,-2,1,1,1
"1074",-2,-2,0,3,0,0
"1075",-1,-1,0,3,0,0
"1076",1,3,1,3,1,1
"1077",0,0,-1,1,0,0
"1078",-1,2,1,2,0,0
"1080",5,2,-3,2,0,0
"1081",2,3,3,1,11,11
"1082",3,5,-1,3,0,0
"1083",-2,4,4,1,14,14
"1084",-4,5,-2,1,-14,-14
"1085",0,0,-2,3,0,0
"1086",-5,-5,1,3,-3,-3
"1087",2,1,4,2,3,3
"1089",0,3,1,1,3,2
"1090",-1,1,3,3,0,0
"1091",-2,-5,2,1,-12,-12
"1092",-3,-5,-3,3,4,4
"1093",-2,1,-1,3,-1,-1
"1094",4,2,0,3,1,1
"1095",4,-5,-1,2,4,4
"1096",0,-3,1,2,-1,-1
"1097",5,1,0,3,1,1
"1098",2,-3,-1,3,1,1
"1099",2,3,-1,2,0,0
"1100",5,-4,-1,1,9,8
"1101",2,0,-2,2,1,1
"1102",-4,-5,-2,2,3,2
"1103",1,-1,-1,3,0,0
"1104",5,1,4,3,3,3
"1105",1,2,-1,1,-1,-1
"1106",-5,1,-3,2,-4,-4
"1107",-5,5,-1,2,-5,-5
"1108",-1,-2,2,3,-1,-1
"1109",5,0,2,3,1,1
"1110",-3,3,4,1,9,9
"1112",-1,-4,-1,3,1,1
"1113",-1,-5,-3,1,14,13
"1114",3,-5,-2,1,13,13
"1115",4,-3,-3,2,6,6
"1116",0,3,0,1,0,0
"1117",2,1,3,1,5,5
"1119",-5,-4,3,3,-5,-5
"1120",4,-1,-3,3,2,2
"1121",1,-1,-1,3,0,0
"1122",-3,0,1,2,-1,-1
"1123",5,4,-1,1,1,1
"1124",-5,4,0,1,-5,-4
"1125",5,-2,-1,2,3,3
"1126",5,0,-3,2,2,2
"1127",-3,5,3,-50,6,2
"1128",4,-1,-3,2,3,3
"1129",-4,-4,-1,1,0,0
"1130",5,-2,-1,3,2,2
"1131",-3,0,0,1,-3,-3
"1132",2,-3,-3,1,11,11
"1133",-4,5,-2,3,-4,-4
"1134",2,-4,2,1,-6,-6
"1135",-1,-2,-3,1,5,5
"1136",-2,-3,3,2,-5,-5
"1137",-2,-5,4,3,-7,-7
"1138",-2,4,4,2,7,7
"1139",5,-3,-3,3,4,4
"1140",-2,1,2,3,0,0
"1141",-3,-2,1,1,-5,-5
"1142",-3,0,-1,2,-1,-1
"1143",-1,-2,4,2,-4,-4
"1144",-2,-5,-2,1,8,8
"1145",1,0,1,1,1,0
"1146",-1,-1,2,3,-1,-1
"1147",2,-4,-1,1,6,6
"1148",3,4,2,1,11,11
"1149",-4,-4,4,3,-6,-6
"1150",2,3,3,1,11,11
"1151",-1,-2,-2,1,3,3
"1152",-3,-2,-3,1,3,3
"1153",-4,1,-3,3,-2,-2
"1155",-2,4,2,1,6,6
"1156",4,4,0,1,4,4
"1157",4,1,2,2,3,3
"1158",0,-1,0,3,0,0
"1159",5,-4,-3,3,5,5
"1160",-4,0,-3,1,-4,-4
"1161",-2,0,1,1,-2,-3
"1162",-5,2,-1,1,-7,-6
"1163",-2,-5,1,3,-2,-2
"1164",0,-2,-1,2,1,1
"1165",-2,1,0,1,-2,-3
"1166",0,2,2,3,1,1
"1167",2,2,1,1,4,4
"1168",0,-1,-2,1,2,2
"1169",0,-1,3,1,-3,-3
"1170",2,4,4,1,18,18
"1171",5,1,-1,3,1,1
"1172",-3,3,1,3,0,0
"1173",-3,-4,2,2,-5,-5
"1174",-3,0,4,2,-1,-1
"1176",-4,0,2,2,-2,-1
"1177",-2,2,0,1,-2,-2
"1178",4,1,0,2,2,2
"1179",1,-2,4,1,-7,-7
"1180",-4,5,-3,3,-6,-6
"1181",-5,2,3,3,0,0
"1182",-3,-3,2,2,-4,-4
"1183",-4,-4,1,1,-8,-8
"1184",-2,5,2,2,4,4
"1185",4,0,4,1,4,3
"1186",-2,3,3,2,3,3
"1187",3,5,4,2,11,11
"1188",4,3,0,2,2,2
"1189",-4,-4,4,2,-10,-10
"1190",-2,4,-2,2,-5,-5
"1191",0,4,3,2,6,6
"1192",-5,1,-1,1,-6,-6
"1193",-4,-1,0,3,-1,-1
"1194",1,1,3,1,4,4
"1195",2,3,3,3,3,3
"1196",2,5,1,3,2,2
"1197",-3,3,1,3,0,0
"1198",3,5,-1,3,0,0
"1199",3,5,4,3,7,7
"1200",1,5,2,1,11,11
"1201",-3,-4,0,1,-3,-3
"1202",4,-2,-2,1,8,8
"1203",-2,-1,-2,3,0,0
"1204",-5,3,0,3,-1,-1
"1205",4,-4,1,3,0,0
"1206",2,0,1,2,1,1
"1207",-2,2,-3,3,-2,-2
"1208",4,0,2,3,1,1
"1209",2,-3,-3,1,11,11
"1210",-2,3,3,3,2,2
"1211",0,2,2,1,4,4
"1212",-3,0,-1,3,-1,-1
"1213",1,-2,-1,2,1,1
"1214",1,-3,2,1,-5,-5
"1215",4,2,3,2,5,4
"1216",1,1,-3,3,0,0
"1217",4,-1,0,2,2,2
"1218",0,4,-3,3,-4,-3
"1219",-4,1,1,3,-1,0
"1220",-2,-1,2,2,-2,-1
"1221",4,4,2,3,4,4
"1222",-1,0,0,1,-1,-1
"1223",-5,-5,-1,2,0,0
"1224",3,-3,4,1,-9,-9
"1225",0,-2,0,2,0,0
"1226",-4,0,4,2,-2,-2
"1227",-4,1,2,1,-2,-2
"1228",-4,5,2,3,2,2
"1229",-5,2,1,1,-3,-2
"1230",-2,-3,3,3,-3,-3
"1232",2,0,-1,3,0,0
"1233",-3,4,3,2,4,4
"1234",3,5,0,3,1,1
"1235",0,4,4,1,16,16
"1236",-5,-2,1,3,-2,-2
"1237",-5,1,-2,2,-3,-3
"1238",0,1,2,2,1,1
"1239",-5,2,-1,1,-7,-6
"1241",-4,3,-3,1,-13,-13
"1243",-3,1,4,1,1,1
"1244",0,4,1,3,1,1
"1245",-5,3,3,3,1,1
"1246",-1,-1,3,2,-2,-1
"1247",-5,0,-3,2,-2,-2
"1248",0,-2,1,3,0,0
"1249",5,-3,-1,2,4,4
"1250",-1,-5,3,3,-5,-5
"1251",-1,-5,0,3,0,0
"1252",-3,-2,2,1,-7,-7
"1253",-2,2,3,1,4,4
"1254",3,-1,-1,2,2,2
"1255",4,-4,-1,1,8,8
"1256",-4,4,1,3,0,0
"1257",-2,3,0,1,-2,-2
"1258",1,0,0,1,1,0
"1259",-4,-4,0,3,-1,-1
"1260",-5,4,2,2,1,1
"1261",5,-1,0,3,1,1
"1262",-4,4,-3,2,-8,-7
"1263",0,2,3,2,3,3
"1264",4,5,-2,2,-3,-3
"1265",3,0,2,3,1,1
"1266",-3,3,3,3,2,2
"1267",-2,5,-1,2,-3,-3
"1268",-5,-4,0,3,-1,-1
"1269",5,-3,-3,3,4,4
"1270",1,5,-3,1,-14,-14
"1271",5,0,2,2,2,2
"1272",3,2,2,1,7,7
"1273",2,1,-2,3,0,0
"1274",3,-2,-3,3,3,3
"1275",-4,1,0,1,-4,-3
"1276",3,-4,0,3,1,1
"1277",-5,3,3,3,1,1
"1278",-1,-1,2,2,-1,-1
"1279",1,-4,-2,2,4,4
"1280",1,3,0,2,0,0
"1281",4,5,-2,2,-3,-3
"1282",-1,3,-1,3,-1,-1
"1283",-3,-5,2,2,-6,-6
"1284",4,1,0,1,4,4
"1285",-2,4,3,3,3,3
"1286",5,3,-3,1,-4,-4
"1287",1,4,-1,3,-1,-1
"1288",4,2,0,2,2,2
"1289",1,-3,-1,1,4,3
"1290",4,-1,-1,1,5,5
"1291",2,5,-1,1,-3,-3
"1292",-5,-3,2,3,-3,-3
"1293",-3,2,-2,-50,-7,-5
"1294",1,-1,-1,3,0,0
"1295",-2,2,-1,3,-1,-1
"1296",4,-1,-1,1,5,5
"1297",-5,-1,2,3,-2,-2
"1298",2,0,3,1,2,2
"1299",-2,2,-3,1,-8,-7
"1300",3,3,3,1,12,11
"1301",-5,5,4,3,5,5
"1302",-5,5,2,2,2,2
"1303",1,2,4,1,9,9
"1304",0,-4,1,1,-4,-4
"1305",-1,-3,-2,2,2,2
"1306",-4,5,-2,2,-7,-7
"1307",4,-1,-1,1,5,5
"1308",1,3,4,3,4,4
"1309",5,4,4,1,21,20
"1310",5,3,3,3,4,4
"1311",-5,-3,-3,1,4,4
"1312",0,-2,0,2,0,0
"1313",5,-1,-3,3,2,2
"1314",3,-3,0,3,1,0
"1315",-5,4,0,1,-5,-4
"1316",2,0,-2,2,1,1
"1317",3,0,4,3,1,0
"1318",-5,3,4,2,3,3
"1319",-2,3,-3,3,-3,-3
"1320",5,-1,-3,2,4,4
"1321",4,-5,2,1,-6,-5
"1322",2,3,0,3,0,0
"1323",-3,-3,-2,1,3,3
"1324",-3,5,1,1,2,2
"1325",-3,-2,-3,1,3,3
"1326",5,-3,-1,1,8,8
"1327",4,-3,0,1,4,4
"1328",2,3,0,3,0,0
"1329",-3,-2,-3,3,1,1
"1330",-4,5,-3,1,-19,-19
"1331",0,5,2,2,5,5
"1332",-1,2,-3,3,-2,-2
"1333",-3,-2,1,1,-5,-5
"1334",0,1,1,3,0,0
"1335",-3,-3,3,3,-4,-3
"1336",5,0,-1,3,1,1
"1338",4,1,-1,3,1,1
"1341",2,1,4,3,2,2
"1342",-2,3,1,1,1,1
"1343",3,1,-2,2,0,0
"1344",5,-2,1,2,1,1
"1345",3,-1,2,3,0,0
"1346",-1,0,-3,3,0,0
"1347",-1,-3,-3,1,8,8
"1348",-4,4,0,3,-1,-1
"1349",2,1,-2,1,0,0
"1350",5,4,2,2,6,5
"1351",3,-1,4,2,0,0
"1352",-3,4,3,3,3,3
"1353",1,4,-3,1,-11,-11
"1354",2,-2,-3,2,4,4
"1355",5,1,2,1,7,7
"1356",2,-3,2,3,-1,-1
"1357",5,3,4,1,17,17
"1358",-4,-4,-2,1,4,5
"1359",3,-1,0,2,1,1
"1360",-3,5,3,1,12,12
"1361",-1,4,-3,1,-13,-13
"1362",-4,-4,-1,2,0,0
"1363",1,1,2,2,1,1
"1364",-2,3,0,3,0,0
"1365",-2,4,3,3,3,3
"1366",-5,-1,-3,3,0,0
"1367",4,-3,-2,3,3,3
"1368",0,-3,2,3,-2,-2
"1369",-2,3,-1,2,-2,-2
"1370",1,3,2,3,2,2
"1371",3,-1,1,1,2,1
"1372",-3,1,-2,3,-1,-1
"1373",-1,1,3,1,2,2
"1375",-3,4,-3,3,-5,-5
"1376",1,-3,1,3,0,0
"1377",3,-1,-1,1,4,4
"1378",4,-2,1,3,0,0
"1379",1,-1,-1,2,1,0
"1380",4,-3,0,2,2,2
"1381",-1,-5,4,2,-10,-10
"1382",-5,4,-2,2,-6,-6
"1384",5,0,4,2,2,2
"1385",-2,-3,0,3,0,0
"1386",2,-2,-3,2,4,4
"1387",3,1,2,3,1,1
"1388",-5,4,1,2,0,0
"1389",-4,-4,-3,1,8,8
"1391",-3,0,1,1,-3,-3
"1392",2,-2,-2,1,6,6
"1393",-3,-2,0,1,-3,-3
"1394",-2,-5,1,3,-2,-2
"1395",-3,-2,2,1,-7,-7
"1396",2,1,4,1,6,6
"1397",5,1,4,1,9,9
"1398",-1,-2,-1,1,1,1
"1399",-2,5,4,2,9,9
"1400",5,3,4,2,8,8
"1401",-2,1,-3,1,-5,-5
"1402",-5,3,-2,3,-3,-3
"1403",1,-1,3,2,-1,0
"1404",-5,-4,3,2,-8,-8
"1405",1,-2,4,3,-2,-2
"1406",-3,3,3,3,2,2
"1407",5,-4,-3,3,5,5
"1408",5,-1,4,2,0,0
"1409",1,2,-3,1,-5,-5
"1410",1,5,0,1,1,0
"1411",3,-2,2,1,-1,-1
"1412",2,1,0,2,1,1
"1413",-4,2,-3,1,-10,-10
"1414",0,-5,4,3,-6,-6
"1415",-4,2,1,3,0,0
"1416",5,-5,2,3,-1,-1
"1417",-2,3,4,1,10,10
"1418",0,3,0,3,0,0
"1419",1,-1,-3,1,4,4
"1420",-4,-1,-2,1,-2,-2
"1421",-2,-1,4,1,-6,-6
"1422",-3,5,0,3,-1,-1
"1423",0,-3,4,1,-12,-12
"1424",0,1,3,3,1,0
"1425",-4,-4,-1,3,0,0
"1426",5,3,-1,3,0,0
"1427",0,1,3,1,3,3
"1428",0,4,0,3,0,0
"1429",-5,-1,4,3,-3,-3
"1430",-2,0,3,1,-2,-2
"1431",-4,4,3,3,2,2
"1432",4,3,0,1,4,4
"1433",-5,4,-2,2,-6,-6
"1434",0,-3,-3,3,3,2
"1435",-2,0,-1,1,-2,-2
"1436",-1,1,-3,1,-4,-4
"1437",-4,-1,-3,2,0,0
"1440",-5,2,-3,3,-3,-3
"1441",-5,0,0,2,-2,-2
"1442",3,2,1,2,2,2
"1443",0,-5,2,3,-3,-3
"1444",2,-5,1,3,-1,0
"1445",0,4,3,3,4,4
"1446",1,0,3,3,0,0
"1447",-3,-2,2,2,-3,-3
"1449",0,0,2,1,0,0
"1450",3,0,-1,1,3,2
"1451",0,0,4,1,0,0
"1452",-2,-3,-3,2,3,3
"1453",-1,-3,3,1,-10,-10
"1454",-2,1,1,1,-1,-1
"1455",5,-4,3,2,-3,-3
"1456",4,1,1,1,5,5
"1457",-5,4,1,3,0,0
"1458",0,1,1,2,0,0
"1459",-1,-4,-2,3,2,2
"1460",-4,3,1,2,0,0
"1461",2,2,-2,3,0,0
"1462",-2,3,2,1,4,4
"1464",2,3,4,3,4,4
"1465",5,3,1,1,8,7
"1466",3,0,4,3,1,0
"1467",0,-4,-1,2,2,1
"1468",-2,-2,3,3,-2,-2
"1470",-2,0,2,3,0,0
"1471",5,2,4,3,4,4
"1472",4,-2,-3,3,3,3
"1473",3,4,0,3,1,0
"1475",0,5,1,1,5,5
"1476",-4,3,-2,2,-5,-5
"1477",3,4,4,1,19,19
"1478",-5,2,4,2,1,1
"1479",-3,-2,-3,2,1,1
"1480",-3,-5,-3,3,4,4
"1481",-5,0,0,2,-2,-2
"1482",1,2,2,1,5,5
"1483",0,1,-2,2,-1,0
"1484",3,0,4,1,3,2
"1485",-3,1,1,3,0,0
"1486",-2,-3,-1,1,1,0
"1487",-3,0,0,1,-3,-3
"1488",4,5,-3,3,-3,-3
"1489",3,-1,2,2,0,0
"1490",4,-2,4,1,-4,-4
"1491",-4,-2,-3,1,2,2
"1492",4,3,1,3,2,2
"1493",1,-5,-1,2,3,2
"1494",2,-2,-3,3,2,2
"1495",3,-3,-2,2,4,4
"1496",1,3,-2,3,-1,-1
"1497",-3,3,-2,2,-4,-4
"1498",-2,0,-2,3,0,0
"1499",5,0,0,3,1,1
"1500",0,4,-2,2,-4,-4
"1501",-2,-5,-3,1,13,13
"1502",3,-3,-2,2,4,4
"1503",-2,0,1,3,0,0
"1504",4,4,-2,2,-2,-2
"1505",3,0,-2,1,3,2
"1506",-5,-2,3,3,-3,-3
"1507",-1,0,-3,2,0,0
"1508",-3,-2,-1,3,0,0
"1509",-4,4,1,1,0,0
"1510",-1,3,-3,3,-3,-3
"1511",4,-5,-2,1,14,13
"1512",1,-2,-2,1,5,5
"1513",4,0,-2,2,2,1
"1514",2,3,0,1,2,2
"1515",1,2,-1,2,0,0
"1516",4,2,2,2,4,4
"1517",3,-5,3,2,-6,-5
"1518",0,-2,1,2,-1,-1
"1519",-2,-5,-1,3,1,0
"1520",0,-1,0,2,0,0
"1521",0,5,3,1,15,15
"1522",4,5,0,2,2,2
"1523",1,-4,1,1,-3,-3
"1524",0,2,-1,3,0,0
"1525",0,-2,-3,1,6,6
"1526",4,4,2,1,12,12
"1527",-4,0,-1,3,-1,-1
"1528",-2,5,-1,1,-7,-7
"1529",-2,-2,4,2,-5,-5
"1530",1,1,-3,3,0,0
"1531",-1,-1,3,2,-2,-1
"1532",4,-2,0,2,2,2
"1533",1,-1,-3,1,4,4
"1534",-3,1,-3,2,-3,-2
"1535",1,-4,-3,3,4,4
"1536",-5,1,-2,1,-7,-6
"1537",4,3,0,3,1,1
"1538",3,4,-2,3,-1,-1
"1539",-2,5,4,1,18,17
"1540",-5,1,2,1,-3,-3
"1541",4,4,-3,2,-4,-3
"1542",-5,0,-3,3,-1,-1
"1543",-4,2,0,2,-2,-2
"1544",0,-3,-2,3,2,2
"1545",-4,-2,-1,2,-1,-1
"1546",-2,1,2,2,0,0
"1547",5,3,2,2,5,5
"1548",-2,-2,1,2,-2,-2
"1549",-2,5,0,1,-2,-2
"1550",3,3,3,2,6,5
"1551",4,2,-1,1,2,2
"1552",-3,3,-3,1,-12,-12
"1553",5,2,1,1,7,6
"1554",1,3,0,1,1,1
"1555",0,3,-1,3,-1,-1
"1556",-3,5,-3,1,-18,-18
"1557",-3,1,0,3,-1,0
"1558",-1,4,-2,3,-3,-2
"1559",-2,0,-3,1,-2,-2
"1560",5,-4,1,1,1,1
"1561",1,3,-3,1,-8,-8
"1562",-3,1,4,1,1,1
"1563",1,1,-3,2,-1,-1
"1564",4,4,3,3,5,5
"1565",2,2,0,2,1,1
"1566",3,-3,-3,2,6,6
"1567",-4,-3,0,3,-1,-1
"1568",1,1,3,3,1,1
"1570",5,1,-1,2,2,2
"1571",2,-4,1,3,0,0
"1572",2,-3,3,1,-7,-6
"1573",3,4,1,2,3,3
"1574",3,2,3,1,9,9
"1575",-3,1,4,1,1,1
"1576",-5,5,0,3,-1,-1
"1579",1,2,4,3,3,3
"1580",3,5,1,3,2,2
"1581",-5,-4,-3,2,3,3
"1582",-3,-5,-1,3,0,0
"1583",-5,2,3,2,0,0
"1584",1,-1,0,2,0,0
"1585",1,0,-2,3,0,0
"1586",5,0,1,2,2,2
"1587",-3,-5,4,3,-7,-7
"1588",3,3,1,1,6,6
"1589",-2,5,3,3,4,4
"1590",4,1,-1,3,1,1
"1591",-4,-1,1,1,-5,-5
"1592",-2,-4,-1,1,2,1
"1593",-1,-3,-2,3,1,1
"1594",5,5,0,3,1,1
"1595",0,-3,2,2,-3,-3
"1596",1,1,1,2,1,1
"1597",5,-1,2,2,1,1
"1598",-1,-4,-1,1,3,2
"1599",-1,4,4,3,5,4
"1600",-4,4,1,1,0,0
"1601",2,-3,4,2,-5,-5
"1602",-3,-5,4,2,-11,-11
"1603",3,-3,-2,2,4,4
"1604",1,-4,-2,3,3,3
"1605",5,-4,0,2,2,2
"1606",1,-1,2,1,-1,-1
"1607",-3,4,-2,3,-3,-3
"1608",5,-3,-2,3,3,3
"1609",3,3,3,1,12,11
"1610",-3,-5,0,3,-1,0
"1611",5,2,1,3,2,2
"1612",-4,4,4,3,4,3
"1613",4,5,2,2,7,6
"1614",-4,3,-1,2,-3,-3
"1615",-4,-4,-1,3,0,0
"1616",2,3,-3,3,-2,-2
"1617",0,-2,4,2,-4,-4
"1618",3,2,-1,2,0,0
"1619",-4,2,-1,1,-6,-6
"1620",-4,4,-2,3,-4,-4
"1621",5,1,1,2,3,3
"1622",1,2,4,2,4,4
"1623",3,2,0,2,1,1
"1624",4,-1,-2,2,3,3
"1625",3,-2,-1,3,1,1
"1626",3,1,3,3,2,2
"1627",-1,4,-1,2,-2,-2
"1628",3,3,3,1,12,11
"1629",-5,-4,3,3,-5,-5
"1630",3,-5,0,3,1,0
"1631",5,-1,3,1,2,2
"1632",2,-3,-2,1,8,8
"1633",3,-3,1,3,0,0
"1634",-1,3,-1,-50,-2,-3
"1635",-3,-3,4,1,-15,-14
"1636",3,-3,3,2,-3,-3
"1637",5,-2,4,1,-3,-3
"1638",-1,3,3,2,4,4
"1639",0,-3,0,1,0,0
"1640",3,3,2,3,3,2
"1642",-1,-4,-2,1,7,7
"1643",-2,-1,-1,3,0,0
"1644",3,5,-2,1,-7,-7
"1645",2,-1,2,2,0,0
"1646",-2,-2,-2,1,2,1
"1648",-3,0,2,3,-1,-1
"1649",-1,-4,2,1,-9,-9
"1650",-4,5,-2,2,-7,-7
"1651",-5,1,-1,1,-6,-6
"1652",4,-5,-1,2,4,4
"1653",-5,3,-2,1,-11,-11
"1654",5,4,3,3,5,5
"1655",2,5,-3,3,-4,-4
"1656",4,-1,-3,3,2,2
"1657",-4,0,-1,1,-4,-3
"1658",-2,-2,1,3,-1,-1
"1659",-1,-1,4,3,-1,-1
"1660",5,3,-3,3,-1,-1
"1662",-4,-5,0,2,-2,-2
"1663",-1,-2,-3,3,1,1
"1664",-1,1,3,1,2,2
"1666",-2,-4,2,2,-5,-5
"1667",5,-1,1,3,1,0
"1668",2,0,1,1,2,2
"1669",3,-5,2,3,-2,-2
"1670",-4,0,2,2,-2,-1
"1671",-2,3,-2,2,-4,-4
"1672",4,1,1,3,1,1
"1673",-5,3,2,3,0,0
"1674",3,5,4,1,23,23
"1675",-5,-3,2,1,-11,-10
"1676",4,0,4,2,2,2
